,Year,Period,labor force,employment,unemployment,unemployment rate,County
95,2020,Dec,150955,142989,7966,5.3,"Leon County, FL"
96,2021,Jan,152866,144489,8377,5.5,"Leon County, FL"
97,2021,Feb,153425,145878,7547,4.9,"Leon County, FL"
98,2021,Mar,153578,146734,6844,4.5,"Leon County, FL"
99,2021,Apr,154469,147981,6488,4.2,"Leon County, FL"
100,2021,May,153442,147179,6263,4.1,"Leon County, FL"
101,2021,Jun,154286,146910,7376,4.8,"Leon County, FL"
102,2021,Jul,154718,147468,7250,4.7,"Leon County, FL"
103,2021,Aug,154314,147499,6815,4.4,"Leon County, FL"
104,2021,Sep,158738,152650,6088,3.8,"Leon County, FL"
105,2021,Oct,159389,153348,6041,3.8,"Leon County, FL"
106,2021,Nov,158414,153028,5386,3.4,"Leon County, FL"
107,2021,Dec,156409,151617,4792,3.1,"Leon County, FL"
108,2022,Jan,157669,151675,5994,3.8,"Leon County, FL"
109,2022,Feb,158088,152890,5198,3.3,"Leon County, FL"
110,2022,Mar,158235,153540,4695,3.0,"Leon County, FL"
111,2022,Apr,159730,155269,4461,2.8,"Leon County, FL"
112,2022,May,159005,154462,4543,2.9,"Leon County, FL"
113,2022,Jun,159312,154101,5211,3.3,"Leon County, FL"
114,2022,Jul,159700,154705,4995,3.1,"Leon County, FL"
115,2022,Aug,159300,154461,4839,3.0,"Leon County, FL"
116,2022,Sep,163251,158862,4389,2.7,"Leon County, FL"
117,2022,Oct,163588,159046,4542,2.8,"Leon County, FL"
118,2022,Nov,161723,157318,4405,2.7,"Leon County, FL"
119,2022,Dec,160044,156396,3648,2.3,"Leon County, FL"
120,2023,Jan,160735,156476,4259,2.6,"Leon County, FL"
121,2023,Feb,162413,158135,4278,2.6,"Leon County, FL"
122,2023,Mar,162844,158555,4289,2.6,"Leon County, FL"
123,2023,Apr,163008,159045,3963,2.4,"Leon County, FL"
124,2023,May,162660,157995,4665,2.9,"Leon County, FL"
125,2023,Jun,164222,158873,5349,3.3,"Leon County, FL"
126,2023,Jul,165546,160027,5519,3.3,"Leon County, FL"
127,2023,Aug,166350,160985,5365,3.2,"Leon County, FL"
128,2023,Sep,169183,164029,5154,3.0,"Leon County, FL"
129,2023,Oct,169522,163844,5678,3.3,"Leon County, FL"
0,2013,Jan,296962,271346,25616,8.6,"Lee County, FL"
1,2013,Feb,296025,272564,23461,7.9,"Lee County, FL"
2,2013,Mar,296666,274327,22339,7.5,"Lee County, FL"
3,2013,Apr,297573,275876,21697,7.3,"Lee County, FL"
4,2013,May,299167,276628,22539,7.5,"Lee County, FL"
5,2013,Jun,297090,272986,24104,8.1,"Lee County, FL"
6,2013,Jul,295745,271834,23911,8.1,"Lee County, FL"
7,2013,Aug,295569,272187,23382,7.9,"Lee County, FL"
8,2013,Sep,298760,276103,22657,7.6,"Lee County, FL"
9,2013,Oct,300484,278510,21974,7.3,"Lee County, FL"
10,2013,Nov,302904,282149,20755,6.9,"Lee County, FL"
11,2013,Dec,303236,283759,19477,6.4,"Lee County, FL"
12,2014,Jan,306505,285932,20573,6.7,"Lee County, FL"
13,2014,Feb,308881,288987,19894,6.4,"Lee County, FL"
14,2014,Mar,310747,291069,19678,6.3,"Lee County, FL"
15,2014,Apr,308870,291223,17647,5.7,"Lee County, FL"
16,2014,May,309822,290597,19225,6.2,"Lee County, FL"
17,2014,Jun,306452,286427,20025,6.5,"Lee County, FL"
18,2014,Jul,307007,285994,21013,6.8,"Lee County, FL"
19,2014,Aug,306059,285474,20585,6.7,"Lee County, FL"
20,2014,Sep,309190,290039,19151,6.2,"Lee County, FL"
21,2014,Oct,313877,295535,18342,5.8,"Lee County, FL"
22,2014,Nov,315235,297205,18030,5.7,"Lee County, FL"
23,2014,Dec,315671,298998,16673,5.3,"Lee County, FL"
24,2015,Jan,319681,301391,18290,5.7,"Lee County, FL"
25,2015,Feb,318841,302010,16831,5.3,"Lee County, FL"
26,2015,Mar,319315,303152,16163,5.1,"Lee County, FL"
27,2015,Apr,319159,303426,15733,4.9,"Lee County, FL"
28,2015,May,319807,302841,16966,5.3,"Lee County, FL"
29,2015,Jun,318285,300836,17449,5.5,"Lee County, FL"
30,2015,Jul,317196,299232,17964,5.7,"Lee County, FL"
31,2015,Aug,316673,299312,17361,5.5,"Lee County, FL"
32,2015,Sep,318830,302322,16508,5.2,"Lee County, FL"
33,2015,Oct,324854,308635,16219,5.0,"Lee County, FL"
34,2015,Nov,326159,310301,15858,4.9,"Lee County, FL"
35,2015,Dec,328236,313248,14988,4.6,"Lee County, FL"
36,2016,Jan,329337,313334,16003,4.9,"Lee County, FL"
37,2016,Feb,330897,315965,14932,4.5,"Lee County, FL"
38,2016,Mar,331943,317181,14762,4.4,"Lee County, FL"
39,2016,Apr,329854,315585,14269,4.3,"Lee County, FL"
40,2016,May,329350,315045,14305,4.3,"Lee County, FL"
41,2016,Jun,328135,312135,16000,4.9,"Lee County, FL"
42,2016,Jul,327466,310878,16588,5.1,"Lee County, FL"
43,2016,Aug,327000,310608,16392,5.0,"Lee County, FL"
44,2016,Sep,331023,314729,16294,4.9,"Lee County, FL"
45,2016,Oct,332735,316952,15783,4.7,"Lee County, FL"
46,2016,Nov,332966,317917,15049,4.5,"Lee County, FL"
47,2016,Dec,334067,319546,14521,4.3,"Lee County, FL"
48,2017,Jan,333473,317615,15858,4.8,"Lee County, FL"
49,2017,Feb,335876,321354,14522,4.3,"Lee County, FL"
50,2017,Mar,337759,324135,13624,4.0,"Lee County, FL"
51,2017,Apr,333962,321196,12766,3.8,"Lee County, FL"
52,2017,May,333192,319845,13347,4.0,"Lee County, FL"
53,2017,Jun,331528,317128,14400,4.3,"Lee County, FL"
54,2017,Jul,330755,315954,14801,4.5,"Lee County, FL"
55,2017,Aug,330184,315512,14672,4.4,"Lee County, FL"
56,2017,Sep,322044,307877,14167,4.4,"Lee County, FL"
57,2017,Oct,332727,319527,13200,4.0,"Lee County, FL"
58,2017,Nov,334705,321737,12968,3.9,"Lee County, FL"
59,2017,Dec,335462,323413,12049,3.6,"Lee County, FL"
60,2018,Jan,337726,324463,13263,3.9,"Lee County, FL"
61,2018,Feb,341183,329006,12177,3.6,"Lee County, FL"
62,2018,Mar,341395,329683,11712,3.4,"Lee County, FL"
63,2018,Apr,339000,327954,11046,3.3,"Lee County, FL"
64,2018,May,337459,326469,10990,3.3,"Lee County, FL"
65,2018,Jun,337394,324174,13220,3.9,"Lee County, FL"
66,2018,Jul,337295,324493,12802,3.8,"Lee County, FL"
67,2018,Aug,335360,322752,12608,3.8,"Lee County, FL"
68,2018,Sep,338454,326868,11586,3.4,"Lee County, FL"
69,2018,Oct,340574,328876,11698,3.4,"Lee County, FL"
70,2018,Nov,341130,329948,11182,3.3,"Lee County, FL"
71,2018,Dec,342595,331524,11071,3.2,"Lee County, FL"
72,2019,Jan,343716,330785,12931,3.8,"Lee County, FL"
73,2019,Feb,346505,335212,11293,3.3,"Lee County, FL"
74,2019,Mar,347241,336086,11155,3.2,"Lee County, FL"
75,2019,Apr,345079,335016,10063,2.9,"Lee County, FL"
76,2019,May,344024,333490,10534,3.1,"Lee County, FL"
77,2019,Jun,344305,332019,12286,3.6,"Lee County, FL"
78,2019,Jul,344427,332063,12364,3.6,"Lee County, FL"
79,2019,Aug,344378,332088,12290,3.6,"Lee County, FL"
80,2019,Sep,347016,335985,11031,3.2,"Lee County, FL"
81,2019,Oct,351350,340504,10846,3.1,"Lee County, FL"
82,2019,Nov,351862,341487,10375,2.9,"Lee County, FL"
83,2019,Dec,352489,342946,9543,2.7,"Lee County, FL"
84,2020,Jan,354365,343025,11340,3.2,"Lee County, FL"
85,2020,Feb,356213,346392,9821,2.8,"Lee County, FL"
86,2020,Mar,350422,335781,14641,4.2,"Lee County, FL"
87,2020,Apr,319431,275538,43893,13.7,"Lee County, FL"
88,2020,May,342904,296064,46840,13.7,"Lee County, FL"
89,2020,Jun,343511,305106,38405,11.2,"Lee County, FL"
90,2020,Jul,348695,308070,40625,11.7,"Lee County, FL"
91,2020,Aug,343020,314606,28414,8.3,"Lee County, FL"
92,2020,Sep,345190,319219,25971,7.5,"Lee County, FL"
93,2020,Oct,348950,327163,21787,6.2,"Lee County, FL"
94,2020,Nov,346210,326314,19896,5.7,"Lee County, FL"
95,2020,Dec,347517,328945,18572,5.3,"Lee County, FL"
96,2021,Jan,350776,332370,18406,5.2,"Lee County, FL"
97,2021,Feb,353823,337108,16715,4.7,"Lee County, FL"
98,2021,Mar,356970,340739,16231,4.5,"Lee County, FL"
99,2021,Apr,356590,341297,15293,4.3,"Lee County, FL"
100,2021,May,356616,341815,14801,4.2,"Lee County, FL"
101,2021,Jun,357722,340549,17173,4.8,"Lee County, FL"
102,2021,Jul,357940,341622,16318,4.6,"Lee County, FL"
103,2021,Aug,359286,343401,15885,4.4,"Lee County, FL"
104,2021,Sep,361616,347316,14300,4.0,"Lee County, FL"
105,2021,Oct,364726,351128,13598,3.7,"Lee County, FL"
106,2021,Nov,365696,352934,12762,3.5,"Lee County, FL"
107,2021,Dec,366341,355239,11102,3.0,"Lee County, FL"
108,2022,Jan,369493,355756,13737,3.7,"Lee County, FL"
109,2022,Feb,371508,359663,11845,3.2,"Lee County, FL"
110,2022,Mar,374190,363514,10676,2.9,"Lee County, FL"
111,2022,Apr,372457,362947,9510,2.6,"Lee County, FL"
112,2022,May,373187,363218,9969,2.7,"Lee County, FL"
113,2022,Jun,372244,360631,11613,3.1,"Lee County, FL"
114,2022,Jul,373036,362093,10943,2.9,"Lee County, FL"
115,2022,Aug,374686,363610,11076,3.0,"Lee County, FL"
116,2022,Sep,377077,366913,10164,2.7,"Lee County, FL"
117,2022,Oct,382264,366575,15689,4.1,"Lee County, FL"
118,2022,Nov,380847,367178,13669,3.6,"Lee County, FL"
119,2022,Dec,384222,372810,11412,3.0,"Lee County, FL"
120,2023,Jan,381816,370446,11370,3.0,"Lee County, FL"
121,2023,Feb,384989,374135,10854,2.8,"Lee County, FL"
122,2023,Mar,390532,379527,11005,2.8,"Lee County, FL"
123,2023,Apr,389096,379656,9440,2.4,"Lee County, FL"
124,2023,May,389743,378812,10931,2.8,"Lee County, FL"
125,2023,Jun,390090,378099,11991,3.1,"Lee County, FL"
126,2023,Jul,390029,377567,12462,3.2,"Lee County, FL"
127,2023,Aug,394721,381858,12863,3.3,"Lee County, FL"
128,2023,Sep,396938,384124,12814,3.2,"Lee County, FL"
129,2023,Oct,395206,382524,12682,3.2,"Lee County, FL"
0,2013,Jan,63442,57223,6219,9.8,"Humboldt County, CA"
1,2013,Feb,63481,57641,5840,9.2,"Humboldt County, CA"
2,2013,Mar,63262,57628,5634,8.9,"Humboldt County, CA"
3,2013,Apr,62834,57710,5124,8.2,"Humboldt County, CA"
4,2013,May,63606,58746,4860,7.6,"Humboldt County, CA"
5,2013,Jun,63174,57827,5347,8.5,"Humboldt County, CA"
6,2013,Jul,62141,56809,5332,8.6,"Humboldt County, CA"
7,2013,Aug,61958,56887,5071,8.2,"Humboldt County, CA"
8,2013,Sep,62885,58182,4703,7.5,"Humboldt County, CA"
9,2013,Oct,62309,57590,4719,7.6,"Humboldt County, CA"
10,2013,Nov,62593,57978,4615,7.4,"Humboldt County, CA"
11,2013,Dec,62274,57834,4440,7.1,"Humboldt County, CA"
12,2014,Jan,61744,56936,4808,7.8,"Humboldt County, CA"
13,2014,Feb,62410,57487,4923,7.9,"Humboldt County, CA"
14,2014,Mar,62733,57853,4880,7.8,"Humboldt County, CA"
15,2014,Apr,62127,58032,4095,6.6,"Humboldt County, CA"
16,2014,May,62616,58696,3920,6.3,"Humboldt County, CA"
17,2014,Jun,62512,58346,4166,6.7,"Humboldt County, CA"
18,2014,Jul,61479,57054,4425,7.2,"Humboldt County, CA"
19,2014,Aug,61583,57402,4181,6.8,"Humboldt County, CA"
20,2014,Sep,62546,58805,3741,6.0,"Humboldt County, CA"
21,2014,Oct,62732,58993,3739,6.0,"Humboldt County, CA"
22,2014,Nov,62655,58826,3829,6.1,"Humboldt County, CA"
23,2014,Dec,61675,57996,3679,6.0,"Humboldt County, CA"
24,2015,Jan,61987,57808,4179,6.7,"Humboldt County, CA"
25,2015,Feb,62482,58534,3948,6.3,"Humboldt County, CA"
26,2015,Mar,62462,58593,3869,6.2,"Humboldt County, CA"
27,2015,Apr,62213,58737,3476,5.6,"Humboldt County, CA"
28,2015,May,62750,59448,3302,5.3,"Humboldt County, CA"
29,2015,Jun,62274,58758,3516,5.6,"Humboldt County, CA"
30,2015,Jul,61718,58001,3717,6.0,"Humboldt County, CA"
31,2015,Aug,61624,58177,3447,5.6,"Humboldt County, CA"
32,2015,Sep,62610,59580,3030,4.8,"Humboldt County, CA"
33,2015,Oct,62388,59287,3101,5.0,"Humboldt County, CA"
34,2015,Nov,62941,59742,3199,5.1,"Humboldt County, CA"
35,2015,Dec,62026,58717,3309,5.3,"Humboldt County, CA"
36,2016,Jan,61839,58258,3581,5.8,"Humboldt County, CA"
37,2016,Feb,62615,59174,3441,5.5,"Humboldt County, CA"
38,2016,Mar,63105,59620,3485,5.5,"Humboldt County, CA"
39,2016,Apr,62741,59698,3043,4.9,"Humboldt County, CA"
40,2016,May,62657,59989,2668,4.3,"Humboldt County, CA"
41,2016,Jun,62468,59314,3154,5.0,"Humboldt County, CA"
42,2016,Jul,61453,58242,3211,5.2,"Humboldt County, CA"
43,2016,Aug,61734,58612,3122,5.1,"Humboldt County, CA"
44,2016,Sep,62924,60070,2854,4.5,"Humboldt County, CA"
45,2016,Oct,62976,60099,2877,4.6,"Humboldt County, CA"
46,2016,Nov,62533,59748,2785,4.5,"Humboldt County, CA"
47,2016,Dec,62037,59227,2810,4.5,"Humboldt County, CA"
48,2017,Jan,61960,58754,3206,5.2,"Humboldt County, CA"
49,2017,Feb,62955,59869,3086,4.9,"Humboldt County, CA"
50,2017,Mar,62894,59984,2910,4.6,"Humboldt County, CA"
51,2017,Apr,62622,59987,2635,4.2,"Humboldt County, CA"
52,2017,May,62856,60473,2383,3.8,"Humboldt County, CA"
53,2017,Jun,62520,59736,2784,4.5,"Humboldt County, CA"
54,2017,Jul,61498,58593,2905,4.7,"Humboldt County, CA"
55,2017,Aug,61618,58808,2810,4.6,"Humboldt County, CA"
56,2017,Sep,63054,60747,2307,3.7,"Humboldt County, CA"
57,2017,Oct,62949,60703,2246,3.6,"Humboldt County, CA"
58,2017,Nov,62560,60327,2233,3.6,"Humboldt County, CA"
59,2017,Dec,62354,60128,2226,3.6,"Humboldt County, CA"
60,2018,Jan,61325,58754,2571,4.2,"Humboldt County, CA"
61,2018,Feb,62328,59821,2507,4.0,"Humboldt County, CA"
62,2018,Mar,62474,60048,2426,3.9,"Humboldt County, CA"
63,2018,Apr,62414,60224,2190,3.5,"Humboldt County, CA"
64,2018,May,62852,60949,1903,3.0,"Humboldt County, CA"
65,2018,Jun,62317,59924,2393,3.8,"Humboldt County, CA"
66,2018,Jul,61582,59175,2407,3.9,"Humboldt County, CA"
67,2018,Aug,61798,59513,2285,3.7,"Humboldt County, CA"
68,2018,Sep,63231,61230,2001,3.2,"Humboldt County, CA"
69,2018,Oct,63543,61460,2083,3.3,"Humboldt County, CA"
70,2018,Nov,63592,61455,2137,3.4,"Humboldt County, CA"
71,2018,Dec,63004,60711,2293,3.6,"Humboldt County, CA"
72,2019,Jan,62145,59220,2925,4.7,"Humboldt County, CA"
73,2019,Feb,62754,60106,2648,4.2,"Humboldt County, CA"
74,2019,Mar,62897,60330,2567,4.1,"Humboldt County, CA"
75,2019,Apr,62085,59915,2170,3.5,"Humboldt County, CA"
76,2019,May,62321,60406,1915,3.1,"Humboldt County, CA"
77,2019,Jun,61779,59511,2268,3.7,"Humboldt County, CA"
78,2019,Jul,61303,58864,2439,4.0,"Humboldt County, CA"
79,2019,Aug,61480,59156,2324,3.8,"Humboldt County, CA"
80,2019,Sep,62498,60640,1858,3.0,"Humboldt County, CA"
81,2019,Oct,62791,60808,1983,3.2,"Humboldt County, CA"
82,2019,Nov,62631,60603,2028,3.2,"Humboldt County, CA"
83,2019,Dec,62196,60180,2016,3.2,"Humboldt County, CA"
84,2020,Jan,61468,58919,2549,4.1,"Humboldt County, CA"
85,2020,Feb,62393,60012,2381,3.8,"Humboldt County, CA"
86,2020,Mar,62284,58841,3443,5.5,"Humboldt County, CA"
87,2020,Apr,59474,50283,9191,15.5,"Humboldt County, CA"
88,2020,May,58027,50387,7640,13.2,"Humboldt County, CA"
89,2020,Jun,59683,52875,6808,11.4,"Humboldt County, CA"
90,2020,Jul,58951,52656,6295,10.7,"Humboldt County, CA"
91,2020,Aug,58758,53514,5244,8.9,"Humboldt County, CA"
92,2020,Sep,59670,54888,4782,8.0,"Humboldt County, CA"
93,2020,Oct,59849,55568,4281,7.2,"Humboldt County, CA"
94,2020,Nov,59299,55027,4272,7.2,"Humboldt County, CA"
95,2020,Dec,58597,54117,4480,7.6,"Humboldt County, CA"
96,2021,Jan,58355,53730,4625,7.9,"Humboldt County, CA"
97,2021,Feb,58260,53718,4542,7.8,"Humboldt County, CA"
98,2021,Mar,58888,54503,4385,7.4,"Humboldt County, CA"
99,2021,Apr,58300,54204,4096,7.0,"Humboldt County, CA"
100,2021,May,58805,55185,3620,6.2,"Humboldt County, CA"
101,2021,Jun,59148,55034,4114,7.0,"Humboldt County, CA"
102,2021,Jul,58821,54841,3980,6.8,"Humboldt County, CA"
103,2021,Aug,58311,54548,3763,6.5,"Humboldt County, CA"
104,2021,Sep,59920,56851,3069,5.1,"Humboldt County, CA"
105,2021,Oct,59750,56787,2963,5.0,"Humboldt County, CA"
106,2021,Nov,59537,56727,2810,4.7,"Humboldt County, CA"
107,2021,Dec,58795,56202,2593,4.4,"Humboldt County, CA"
108,2022,Jan,59167,56170,2997,5.1,"Humboldt County, CA"
109,2022,Feb,59640,56893,2747,4.6,"Humboldt County, CA"
110,2022,Mar,60077,57580,2497,4.2,"Humboldt County, CA"
111,2022,Apr,59228,57015,2213,3.7,"Humboldt County, CA"
112,2022,May,59512,57494,2018,3.4,"Humboldt County, CA"
113,2022,Jun,59472,57125,2347,3.9,"Humboldt County, CA"
114,2022,Jul,58437,56108,2329,4.0,"Humboldt County, CA"
115,2022,Aug,58403,55982,2421,4.1,"Humboldt County, CA"
116,2022,Sep,60050,57967,2083,3.5,"Humboldt County, CA"
117,2022,Oct,60229,57988,2241,3.7,"Humboldt County, CA"
118,2022,Nov,60222,57873,2349,3.9,"Humboldt County, CA"
119,2022,Dec,59806,57569,2237,3.7,"Humboldt County, CA"
120,2023,Jan,59404,56532,2872,4.8,"Humboldt County, CA"
121,2023,Feb,60061,57176,2885,4.8,"Humboldt County, CA"
122,2023,Mar,60471,57612,2859,4.7,"Humboldt County, CA"
123,2023,Apr,59503,57010,2493,4.2,"Humboldt County, CA"
124,2023,May,59693,57147,2546,4.3,"Humboldt County, CA"
125,2023,Jun,59546,56767,2779,4.7,"Humboldt County, CA"
126,2023,Jul,58913,56201,2712,4.6,"Humboldt County, CA"
127,2023,Aug,58833,55898,2935,5.0,"Humboldt County, CA"
128,2023,Sep,60924,58301,2623,4.3,"Humboldt County, CA"
129,2023,Oct,60953,58246,2707,4.4,"Humboldt County, CA"
0,2013,Jan,393298,338103,55195,14.0,"Kern County, CA"
1,2013,Feb,389519,336388,53131,13.6,"Kern County, CA"
2,2013,Mar,382820,330245,52575,13.7,"Kern County, CA"
3,2013,Apr,386252,338610,47642,12.3,"Kern County, CA"
4,2013,May,393083,347785,45298,11.5,"Kern County, CA"
5,2013,Jun,394770,346678,48092,12.2,"Kern County, CA"
6,2013,Jul,398022,351676,46346,11.6,"Kern County, CA"
7,2013,Aug,397698,353834,43864,11.0,"Kern County, CA"
8,2013,Sep,398158,356797,41361,10.4,"Kern County, CA"
9,2013,Oct,395025,353344,41681,10.6,"Kern County, CA"
10,2013,Nov,390973,349775,41198,10.5,"Kern County, CA"
11,2013,Dec,386838,343532,43306,11.2,"Kern County, CA"
12,2014,Jan,390098,342505,47593,12.2,"Kern County, CA"
13,2014,Feb,389683,341532,48151,12.4,"Kern County, CA"
14,2014,Mar,385491,335625,49866,12.9,"Kern County, CA"
15,2014,Apr,387118,344238,42880,11.1,"Kern County, CA"
16,2014,May,395721,355266,40455,10.2,"Kern County, CA"
17,2014,Jun,391773,350135,41638,10.6,"Kern County, CA"
18,2014,Jul,395808,354470,41338,10.4,"Kern County, CA"
19,2014,Aug,397963,359365,38598,9.7,"Kern County, CA"
20,2014,Sep,396466,361358,35108,8.9,"Kern County, CA"
21,2014,Oct,396160,361275,34885,8.8,"Kern County, CA"
22,2014,Nov,391656,355324,36332,9.3,"Kern County, CA"
23,2014,Dec,384811,346445,38366,10.0,"Kern County, CA"
24,2015,Jan,393153,348838,44315,11.3,"Kern County, CA"
25,2015,Feb,392960,348307,44653,11.4,"Kern County, CA"
26,2015,Mar,384951,339056,45895,11.9,"Kern County, CA"
27,2015,Apr,388610,346812,41798,10.8,"Kern County, CA"
28,2015,May,394547,354206,40341,10.2,"Kern County, CA"
29,2015,Jun,389677,347949,41728,10.7,"Kern County, CA"
30,2015,Jul,391479,351274,40205,10.3,"Kern County, CA"
31,2015,Aug,393854,356786,37068,9.4,"Kern County, CA"
32,2015,Sep,391712,357328,34384,8.8,"Kern County, CA"
33,2015,Oct,390681,355767,34914,8.9,"Kern County, CA"
34,2015,Nov,386361,350065,36296,9.4,"Kern County, CA"
35,2015,Dec,383673,344209,39464,10.3,"Kern County, CA"
36,2016,Jan,391265,347492,43773,11.2,"Kern County, CA"
37,2016,Feb,390253,345501,44752,11.5,"Kern County, CA"
38,2016,Mar,383741,336273,47468,12.4,"Kern County, CA"
39,2016,Apr,387299,344781,42518,11.0,"Kern County, CA"
40,2016,May,388621,349768,38853,10.0,"Kern County, CA"
41,2016,Jun,389693,348058,41635,10.7,"Kern County, CA"
42,2016,Jul,388193,347871,40322,10.4,"Kern County, CA"
43,2016,Aug,389791,351739,38052,9.8,"Kern County, CA"
44,2016,Sep,390806,354660,36146,9.2,"Kern County, CA"
45,2016,Oct,390631,355000,35631,9.1,"Kern County, CA"
46,2016,Nov,385789,349556,36233,9.4,"Kern County, CA"
47,2016,Dec,381232,341606,39626,10.4,"Kern County, CA"
48,2017,Jan,384782,341756,43026,11.2,"Kern County, CA"
49,2017,Feb,384957,341251,43706,11.4,"Kern County, CA"
50,2017,Mar,381627,338071,43556,11.4,"Kern County, CA"
51,2017,Apr,382874,344869,38005,9.9,"Kern County, CA"
52,2017,May,385548,351351,34197,8.9,"Kern County, CA"
53,2017,Jun,386566,350355,36211,9.4,"Kern County, CA"
54,2017,Jul,383949,348301,35648,9.3,"Kern County, CA"
55,2017,Aug,386723,353272,33451,8.6,"Kern County, CA"
56,2017,Sep,387758,358261,29497,7.6,"Kern County, CA"
57,2017,Oct,385758,357348,28410,7.4,"Kern County, CA"
58,2017,Nov,382462,353459,29003,7.6,"Kern County, CA"
59,2017,Dec,375875,343625,32250,8.6,"Kern County, CA"
60,2018,Jan,381399,345450,35949,9.4,"Kern County, CA"
61,2018,Feb,384594,347254,37340,9.7,"Kern County, CA"
62,2018,Mar,376380,338742,37638,10.0,"Kern County, CA"
63,2018,Apr,380916,348080,32836,8.6,"Kern County, CA"
64,2018,May,385261,355730,29531,7.7,"Kern County, CA"
65,2018,Jun,386665,353898,32767,8.5,"Kern County, CA"
66,2018,Jul,387593,355863,31730,8.2,"Kern County, CA"
67,2018,Aug,389749,360975,28774,7.4,"Kern County, CA"
68,2018,Sep,389804,363843,25961,6.7,"Kern County, CA"
69,2018,Oct,392029,366255,25774,6.6,"Kern County, CA"
70,2018,Nov,389283,363299,25984,6.7,"Kern County, CA"
71,2018,Dec,385075,355257,29818,7.7,"Kern County, CA"
72,2019,Jan,391034,355068,35966,9.2,"Kern County, CA"
73,2019,Feb,390223,354527,35696,9.1,"Kern County, CA"
74,2019,Mar,382649,346086,36563,9.6,"Kern County, CA"
75,2019,Apr,383576,352194,31382,8.2,"Kern County, CA"
76,2019,May,385606,357384,28222,7.3,"Kern County, CA"
77,2019,Jun,389116,358123,30993,8.0,"Kern County, CA"
78,2019,Jul,382638,350427,32211,8.4,"Kern County, CA"
79,2019,Aug,394918,366062,28856,7.3,"Kern County, CA"
80,2019,Sep,394905,369990,24915,6.3,"Kern County, CA"
81,2019,Oct,394682,369348,25334,6.4,"Kern County, CA"
82,2019,Nov,389028,362907,26121,6.7,"Kern County, CA"
83,2019,Dec,387374,358447,28927,7.5,"Kern County, CA"
84,2020,Jan,394315,359736,34579,8.8,"Kern County, CA"
85,2020,Feb,392589,356776,35813,9.1,"Kern County, CA"
86,2020,Mar,394061,340716,53345,13.5,"Kern County, CA"
87,2020,Apr,377844,306420,71424,18.9,"Kern County, CA"
88,2020,May,381430,315612,65818,17.3,"Kern County, CA"
89,2020,Jun,386123,326059,60064,15.6,"Kern County, CA"
90,2020,Jul,384092,325492,58600,15.3,"Kern County, CA"
91,2020,Aug,390008,341768,48240,12.4,"Kern County, CA"
92,2020,Sep,388973,343332,45641,11.7,"Kern County, CA"
93,2020,Oct,388945,348418,40527,10.4,"Kern County, CA"
94,2020,Nov,386238,346121,40117,10.4,"Kern County, CA"
95,2020,Dec,380722,338822,41900,11.0,"Kern County, CA"
96,2021,Jan,383401,339667,43734,11.4,"Kern County, CA"
97,2021,Feb,382464,337620,44844,11.7,"Kern County, CA"
98,2021,Mar,374012,329167,44845,12.0,"Kern County, CA"
99,2021,Apr,381863,338311,43552,11.4,"Kern County, CA"
100,2021,May,386743,346630,40113,10.4,"Kern County, CA"
101,2021,Jun,387294,343332,43962,11.4,"Kern County, CA"
102,2021,Jul,389305,348248,41057,10.5,"Kern County, CA"
103,2021,Aug,389782,352022,37760,9.7,"Kern County, CA"
104,2021,Sep,389269,356840,32429,8.3,"Kern County, CA"
105,2021,Oct,391786,361019,30767,7.9,"Kern County, CA"
106,2021,Nov,390262,362105,28157,7.2,"Kern County, CA"
107,2021,Dec,384033,355899,28134,7.3,"Kern County, CA"
108,2022,Jan,390440,357809,32631,8.4,"Kern County, CA"
109,2022,Feb,391512,359621,31891,8.1,"Kern County, CA"
110,2022,Mar,382827,352540,30287,7.9,"Kern County, CA"
111,2022,Apr,386358,359399,26959,7.0,"Kern County, CA"
112,2022,May,385892,360874,25018,6.5,"Kern County, CA"
113,2022,Jun,387869,360600,27269,7.0,"Kern County, CA"
114,2022,Jul,390934,364386,26548,6.8,"Kern County, CA"
115,2022,Aug,397201,371459,25742,6.5,"Kern County, CA"
116,2022,Sep,397796,374588,23208,5.8,"Kern County, CA"
117,2022,Oct,398887,374416,24471,6.1,"Kern County, CA"
118,2022,Nov,397974,372637,25337,6.4,"Kern County, CA"
119,2022,Dec,393145,366569,26576,6.8,"Kern County, CA"
120,2023,Jan,393275,361336,31939,8.1,"Kern County, CA"
121,2023,Feb,399538,363519,36019,9.0,"Kern County, CA"
122,2023,Mar,392455,354784,37671,9.6,"Kern County, CA"
123,2023,Apr,395530,362705,32825,8.3,"Kern County, CA"
124,2023,May,398028,363854,34174,8.6,"Kern County, CA"
125,2023,Jun,394784,359945,34839,8.8,"Kern County, CA"
126,2023,Jul,394717,362179,32538,8.2,"Kern County, CA"
127,2023,Aug,398435,366395,32040,8.0,"Kern County, CA"
128,2023,Sep,398766,370241,28525,7.2,"Kern County, CA"
129,2023,Oct,401271,371129,30142,7.5,"Kern County, CA"
0,2013,Jan,132674,120837,11837,8.9,"Lake County, FL"
1,2013,Feb,132683,121860,10823,8.2,"Lake County, FL"
2,2013,Mar,132884,122583,10301,7.8,"Lake County, FL"
3,2013,Apr,133275,123330,9945,7.5,"Lake County, FL"
4,2013,May,135592,125233,10359,7.6,"Lake County, FL"
